categoria_principal,categoria_secundaria,subcategoria,descripcion,formato,tamanio,precio,moneda,unidad_venta
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,Limpia Salpicaderos Bosque Verde,Spray,200 ml,"1,50",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,Desincrustante de Cementos y Limpiajuntas Bosque Verde,Botella,750 ml,"3,80",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,Algodón mágico Aladdin,Bote,75 g,"3,80",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,Limpiador de Pantallas Bosque Verde,Spray,140 ml,"3,40",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,Toallitas Multiusos desinfectantes Bosque Verde,Paquete,24 ud.,"1,05",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,70% Alcohol limpieza hogar Bosque Verde,Spray,400 ml,"1,80",€,/ud.
Limpieza y hogar,Limpieza muebles y multiusos,Multiusos y otros,70% Alcohol limpieza hogar Bosque Verde,Botella,750 ml,"2,60",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas Ultra concentrado Bosque Verde,Botella,"1,3 L","1,95",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas Ultra concentrado Bosque Verde,Botella,600 ml,"1,10",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas a mano Bosque Verde,Botella,"1,3 L","1,20",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas Aloe Bosque Verde concentrado,Botella,1 L,"1,90",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas Aloe Vera y Pepino Fairy líquido,Botella,520 ml,"2,45",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a mano,Lavavajillas Ultra Original Fairy líquido,Botella,870 ml,"3,80",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Todo en 1 Bosque Verde en pastillas,Paquete,30 lavados (510 g),"3,10",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Sal lavavajillas Bosque Verde en grano,Paquete,2 kg,"0,95",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Abrillantador lavavajillas líquido Bosque Verde,Botella,750 ml,"1,20",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Todo en 1 Fairy en pastillas,Paquete,25 lavados (338 g),"4,60",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Bosque Verde en gel,Botella,36 lavados (720 ml),"3,60",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Classic Bosque Verde en pastillas,Paquete,30 lavados (390 g),"2,35",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Limpiamáquinas lavavajillas líquido Bosque Verde,Botella,250 ml,"1,70",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Ambientador lavavajillas Limón Bosque Verde,Paquete,2 recambios,"1,50",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Limpiamáquinas lavavajillas Finish líquido,Botella,250 ml,"3,75",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Abrillantador lavavajillas líquido Finish,Botella,400 ml,"3,95",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Quantum Max Finish en pastillas,Paquete,25 lavados (260 g),"6,00",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Power Essential Finish en pastillas,Caja,26 lavados (416 g),"3,75",€,/ud.
Limpieza y hogar,Limpieza vajilla,Limpiavajilla a máquina,Lavavajillas Power Essential Finish en gel,Botella,28 lavados (560 ml),"4,25",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Molde de Aluminio Cuadrado 2,7L Alibérico",Paquete,2 ud.,"2,30",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Recipiente de Plástico Rectangular 1,3L Bosque Verde",Paquete,4 ud.,"2,40",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Recipiente de Plástico Redondo 0,5L Bosque Verde",Paquete,3 ud.,"2,05",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Recipiente de Plástico Cuadrado bajo 0,8L Bosque Verde",Paquete,5 ud.,"2,25",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,Recipiente de Plástico Redondo 1L Bosque Verde,Paquete,2 ud.,"2,05",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,Recipiente de Plástico Redondo 240 ml Bosque Verde,Paquete,3 ud.,"2,00",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Molde de Aluminio Rectangular 0,5L Alibérico",Paquete,5 ud.,"1,75",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,Molde de Aluminio Redondo 1L Alibérico,Paquete,3 ud.,"2,00",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,Recipiente de Plástico Redondo 3L Bosque Verde,Paquete,2 ud.,"3,50",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,"Molde de Aluminio Rectangular 1,5L Alibérico",Paquete,3 ud.,"3,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Herméticos y moldes,Molde de Aluminio Alibérico,Paquete,12 ud.,"1,80",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Papel de Aluminio Bosque Verde,Caja,30 m,"2,30",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Film Transparente Bosque Verde,Caja,80 m,"1,85",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Papel vegetal Bosque Verde,Caja,30 hojas,"1,70",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsas Congelación medianas Bosque Verde,Caja,40 bolsas,"0,80",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsas Zip Congelación medianas Bosque Verde,Caja,20 bolsas,"1,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsas Congelación grandes Bosque Verde,Caja,30 bolsas,"1,00",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsas zip congelación grandes Bosque Verde,Caja,15 bolsas,"1,35",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsa isotérmica,1 ud., ,"1,80",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsa de rafia,1 ud., ,"0,65",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Papel y bolsas de conservación,Bolsas reutilizables Bosque Verde,Paquete,4 ud.,"1,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Vasos grandes de plástico Bosque Verde reutilizables,Paquete,10 ud.,"1,60",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Vaso mediano Bosque Verde apto para bebida caliente,Paquete,10 ud.,"2,45",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Vaso pequeño Bosque Verde apto para bebida caliente,Paquete,20 ud.,"1,35",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Plato llano biodegradable Bosque Verde,Paquete,15 ud.,"1,60",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Plato postre biodegradable Bosque Verde,Paquete,15 ud.,"1,45",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Bol biodegradable Bosque Verde,Paquete,15 ud.,"2,10",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Cucharas de plástico Bosque Verde reutilizables,Paquete,15 ud.,"1,55",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Cucharas postre de plástico Bosque Verde reutilizables,Paquete,15 ud.,"1,45",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Tenedores de plástico Bosque Verde reutilizables,Paquete,15 ud.,"1,55",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Cuchillos de plástico Bosque Verde reutilizables,Paquete,15 ud.,"1,55",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Pajitas rectas reutilizables,Paquete,30 ud.,"1,15",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Palillos redondos Bosque Verde,Bote,500 ud.,"1,25",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Mantel de papel color aleatorio Bosque Verde,1 ud., ,"2,90",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Mantel de papel blanco Bosque Verde,1 ud., ,"2,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Cubiertos, vajilla y mantel",Vasos medianos de plástico Bosque Verde reutilizables,Paquete,10 ud.,"1,50",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Velote rojo Roura,1 ud., ,"1,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Pastillas enciende fuegos Bosque Verde,Caja,32 ud.,"0,70",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Velote blanco Roura,1 ud., ,"1,20",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Carbón vegetal Bosque Verde,Paquete,3 kg,"3,90",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Fósforos de madera largos Tres Estrellas,Paquete,3 cajas,"0,90",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Mini mechero Clipper,Paquete,3 ud.,"2,50",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,"Encendedores, velas y carbón",Encendedor cocina largo Clipper,Paquete,1 ud.,"2,57",€,/ud.
Limpieza y hogar,Menaje y conservación de alimentos,Celebraciones,Bebida zumo de frutas con gas Magic sin alcohol,Botella,750 ml,"2,10",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Servilletas,Servilleta papel Bosque Verde,Paquete,200 ud.,"1,30",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Servilletas,Servilleta papel decorada Resistente Bosque Verde,Paquete,100 ud.,"2,25",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Servilletas,Servilleta papel Cocktail Bosque Verde,Paquete,200 ud.,"2,20",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Servilletas,Servilleta papel decorada Textura Tela Bosque Verde,Paquete,30 ud.,"4,40",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Servilletas,Servilleta papel suave Bosque Verde,Paquete,100 ud.,"1,50",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Rollo cocina,Papel hogar Compacto Absorbente Bosque Verde,Paquete,300 servicios (3 ud.),"2,35",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Rollo cocina,Papel Multiusos Resistente Bosque Verde,Paquete,600 servicios,"3,45",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Rollo cocina,Papel cocina Gigante Absorbente Bosque Verde,Paquete,375 servicios,"2,95",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Rollo cocina,Papel hogar Super Absorbente Bosque Verde,Paquete,200 servicios (2 ud.),"3,00",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico Doble Rollo Bosque Verde,Paquete,12 rollos,"4,80",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico Doble Rollo Bosque Verde,Paquete,6 rollos,"2,45",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico doble hoja Bosque Verde,Paquete,12 rollos,"2,45",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico húmedo WC Bosque Verde,Paquete,15 ud.,"0,80",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico húmedo WC Bosque Verde,Paquete,100 ud.,"1,55",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico Suave Bosque Verde,Paquete,8 rollos,"3,50",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Papel higiénico,Papel higiénico Acolchado Bosque Verde,Paquete,6 rollos,"3,85",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Pañuelos,Pañuelos de papel Extra Suaves Bosque Verde,Caja,200 ud.,"1,40",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Pañuelos,Pañuelos de papel Aloe Vera Bosque Verde,Paquete,10 ud.,"1,45",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Pañuelos,Pañuelos de papel Extra Suaves Bosque Verde,Paquete,10 ud.,"1,15",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Pañuelos,Pañuelos de papel Mentol Bosque Verde,Paquete,10 ud.,"1,75",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Pañuelos,Pañuelos de papel con loción suavizante Bosque Verde,Caja,100 ud.,"1,30",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Toallitas,Toallitas Refrescantes Deliplus,Paquete,25 ud.,"0,95",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Toallitas,Toallitas Refrescantes Deliplus,Paquete,20 ud.,"0,55",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Toallitas,Toallitas Dermo Higiene Corporal Deliplus tamaño gigantes,Paquete,60 ud.,"3,95",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Toallitas,Toallitas Refrescantes Deliplus monodosis,Caja,20 sobres,"1,35",€,/ud.
Limpieza y hogar,Papel higiénico y celulosa,Toallitas,Toallitas Multiusos desinfectantes Bosque Verde,Paquete,24 ud.,"1,05",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Pilas,Pila alcalina AA-LR6 Bosque Verde,Paquete,8 ud.,"1,65",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Pilas,Pila alcalina AAA LR03 Bosque Verde,Paquete,8 ud.,"1,65",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Pilas,Kit cargador pilas AA y AAA Bosque Verde incluye 4 pilas AA,Paquete,1 ud.,"16,45",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Pilas,Pila recargable AA Bosque Verde,Paquete,4 ud.,"7,90",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Pilas,Pila recargable AAA Bosque Verde,Paquete,4 ud.,"7,90",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura Bosque Verde 30L cubo mediano,Paquete,40 bolsas,"1,75",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura extra Bosque Verde 30L cubo mediano,Paquete,20 bolsas,"1,70",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura saco Bosque Verde 120L cubo industrial,Paquete,10 bolsas,"1,25",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura grande Bosque Verde 50L cubo grande,Paquete,15 bolsas,"1,60",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura mini Bosque Verde 10L cubo pequeño,Paquete,40 bolsas,"1,35",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura jardín Bosque Verde 100L cubo industrial,Paquete,10 bolsas,"2,65",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura cubo alto Bosque Verde 30L cubo mediano,Paquete,20 bolsas,"1,90",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura envases Bosque Verde 30L cubo mediano,Paquete,30 bolsas,"1,65",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura compostables Bosque Verde 10L cubo pequeño,Paquete,15 bolsas,"1,80",€,/ud.
Limpieza y hogar,Pilas y bolsas de basura,Bolsas de basura,Bolsa de basura mini Bosque Verde 5L cubo pequeño,Paquete,40 bolsas,"1,30",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Microfibra Absorbente Bosque Verde,Paquete,2 ud.,"2,90",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Microfibra Absorbente Bosque Verde,Paquete,1 ud.,"1,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Algodón Bosque Verde,Paquete,1 ud.,"1,10",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Resistente y Absorbente Bosque Verde,Paquete,2 ud.,"1,75",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Suave Bosque Verde,Paquete,1 ud.,"0,80",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Fregona Microfibra Resistente Bosque Verde,Paquete,1 ud.,"3,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Escoba Bosque Verde,1 ud., ,"1,15",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Escoba Fibras Cruzadas Bosque Verde,1 ud., ,"2,15",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Escoba Pequeña Bosque Verde,1 ud., ,"1,70",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Escoba para Exteriores Bosque Verde,1 ud., ,"2,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Mopa atrapa polvo Bosque Verde multiusos,Paquete,1 ud.,"4,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Gamuzas atrapa polvo Bosque Verde,Paquete,30 ud.,"1,85",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Recambio mopa microfibra pequeño Bosque Verde,Paquete,1 ud.,"3,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Plataforma mopa grande abrillantadora Bosque Verde,Paquete,1 ud.,"2,70",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Recambio mopa microfibra grande Bosque Verde,Paquete,1 ud.,"4,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Toallitas limpiadoras de suelo Bosque Verde,Paquete,20 ud.,"1,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Recogedor antivuelco con palo Bosque Verde,1 ud., ,"1,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Palo extensible antideslizante Bosque Verde 88 - 150 cm,1 ud., ,"2,80",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Palo antideslizante Bosque Verde 140 cm,1 ud., ,"1,90",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,"Fregonas, escobas y mopas",Escoba de goma Bosque Verde,1 ud., ,"6,70",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,Cubo redondo 12L Bosque Verde,1 ud., ,"2,55",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,Escurridor para cubo redondo Bosque Verde,1 ud., ,"1,00",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,Escurridor para cubo ovalado Bosque Verde,1 ud., ,"2,25",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,Cubo ovalado con ruedas 15L Bosque Verde,1 ud., ,"3,25",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,"Cubo de basura reciclaje 50L (30L + 10L) Bosque Verde 35,5 x 41,5 x 45 cm",Cubo,1 ud.,"15,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,"Cubo de basura mediano 30L Bosque Verde 30,2 x 30,5 x 41,9 cm",1 ud., ,"8,40",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,"Cubo de basura pequeño 10L Bosque Verde 24,1 x 25 x 24,7 cm",1 ud., ,"7,30",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Cubos y barreños,"Barreño ovalado 9,8L Bosque Verde",1 ud., ,"2,20",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Pinzas de plástico Bosque Verde gigantes,Paquete,12 ud.,"1,25",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Funda para lavadora,Paquete,1 ud.,"2,75",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Rodillo quitapelusas Bosque Verde,1 ud., ,"1,75",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Cepillo para lavar con asa Bosque Verde,1 ud., ,"1,20",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Escobilla para WC Bosque Verde,1 ud., ,"3,00",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Recambios plumero Bosque Verde,Caja,5 ud.,"1,85",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Plumero atrapa polvo Bosque Verde electroestático,Paquete,1 ud.,"2,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Plumero de avestruz extensible Bosque Verde,1 ud., ,"4,50",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Limpiacristales con mango Bosque Verde,1 ud., ,"2,60",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Otros utensilios de limpieza,Pinzas de plástico Bosque Verde,Paquete,24 ud.,"0,69",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Crema de calzado blanco autobrillante Bosque Verde con aplicador,Bote,50 ml,"0,95",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Crema de calzado marrón autobrillante Bosque Verde con aplicador,Bote,50 ml,"0,95",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Crema de calzado negro autobrillante Bosque Verde con aplicador,Bote,50 ml,"0,95",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Esponja de calzado incoloro brillo y protección Yak,1 ud., ,"1,20",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Desodorante de calzado Bosque Verde,Spray,250 ml,"2,95",€,/ud.
Limpieza y hogar,Utensilios de limpieza y calzado,Limpieza de calzado,Cepillo calzado Bosque Verde,1 ud., ,"2,00",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Cover & Fix Deliplus 01 beige claro,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Cover & Fix Deliplus 02 beige rosado,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Cover & Fix Deliplus 03 beige medio,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Cover & Fix Deliplus 04 dorado,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Cover & Fix Deliplus 05 moka,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Long Lasting Deliplus 01 beige claro,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Long Lasting Deliplus 02 beige claro medio,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Long Lasting Deliplus 03 beige medio,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Long Lasting Deliplus 04 beige dorado,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Luminoso Deliplus 01 beige claro,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Luminoso Deliplus 02 beige medio,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Luminoso Deliplus 03 beige dorado,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Luminoso Deliplus 04 beige oscuro,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Mate Deliplus 01 beige claro,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Mate Deliplus 02 beige,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Mate Deliplus 03 beige medio rosado,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Mate Deliplus 04 beige medio dorado,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Mate Deliplus 05 moka,25 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Hydra-Vital Deliplus 01 beige claro,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Hydra-Vital Deliplus 02 beige rosado,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Hydra-Vital Deliplus 03 beige medio,30 ml, ,"5,50",€,/ud.
Maquillaje,Bases de maquillaje y corrector,Maquillaje fluido,Maquillaje fluido Hydra-Vital Deliplus 04 beige medio dorado,30 ml, ,"5,50",€,/ud.
